Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Player_Body_Z,TurretCam_X,TurretCam_Y,TurretCam_Z,StereoL_X,StereoL_Y,StereoL_Z,StereoL_Roll,StereoL_Pitch,StereoL_Yaw,StereoR_X,StereoR_Y,StereoR_Z,StereoR_Roll,StereoR_Pitch,StereoR_Yaw,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y,Enemy_Body_Z
21.61,274.87,43.0488,7.9985,5.5925,5.83,100.00,90.70,0.00,90.70,0.00,0.00,43.3985,11.0164,5.5812,43.4133,11.0164,5.9710,0.00,0.00,90.70,43.4011,11.0164,4.9711,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
22.11,274.75,45.9646,7.9985,5.5568,5.83,100.00,90.70,0.00,90.70,0.00,0.00,46.3144,11.0164,5.5454,46.3292,11.0164,5.9353,0.00,0.00,90.70,46.3169,11.0164,4.9354,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
22.61,274.67,48.8804,7.9985,5.5210,5.83,100.00,90.70,0.00,90.70,0.00,0.00,49.2302,11.0164,5.5097,49.2450,11.0164,5.8995,0.00,0.00,90.70,49.2327,11.0164,4.8996,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
23.11,274.61,51.7964,7.9984,5.4853,5.83,100.00,90.70,0.00,90.70,0.00,0.00,52.1462,11.0163,5.4740,52.1609,11.0163,5.8638,0.00,0.00,90.70,52.1487,11.0163,4.8639,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
23.61,274.58,54.7131,7.9981,5.4495,5.83,100.00,90.70,0.00,90.70,0.00,0.00,55.0628,11.0160,5.4382,55.0776,11.0160,5.8281,0.00,0.00,90.70,55.0654,11.0160,4.8281,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
24.11,274.59,57.6290,7.9981,5.4138,5.83,100.00,90.70,0.00,90.70,0.00,0.00,57.9787,11.0160,5.4025,57.9935,11.0160,5.7923,0.00,0.00,90.70,57.9813,11.0160,4.7924,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
24.61,274.63,60.5455,7.9979,5.3780,5.83,100.00,90.70,0.00,90.70,0.00,0.00,60.8953,11.0158,5.3667,60.9100,11.0158,5.7566,0.00,0.00,90.70,60.8978,11.0158,4.7566,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
25.11,274.69,63.4615,7.9978,5.3423,5.83,100.00,90.70,0.00,90.70,0.00,0.00,63.8113,11.0157,5.3310,63.8260,11.0157,5.7208,0.00,0.00,90.70,63.8138,11.0157,4.7209,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
25.61,274.79,66.3778,7.9977,5.3066,5.83,100.00,90.70,0.00,90.70,0.00,0.00,66.7275,11.0156,5.2952,66.7423,11.0156,5.6851,0.00,0.00,90.70,66.7300,11.0156,4.6851,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
26.11,274.92,69.2938,7.9976,5.2708,5.83,100.00,90.70,0.00,90.70,0.00,0.00,69.6436,11.0155,5.2595,69.6584,11.0155,5.6493,0.00,0.00,90.70,69.6461,11.0155,4.6494,0.00,0.00,90.70,59.0000,8.6000,280.0000,0.00,100.00,180.00,0.00,180.00,0.00,0.00
